contest_number,draw_date,agent,contest_rank,ticket_index,main_draw,auxiliary_draw,main_hits,auxiliary_hits,roi_alpha_vs_house_pp,win_rate_vs_house_pct,crowd_escape_score,momentum_score,commitment_sha256,score_status,evaluation_scope
1,2026-06-06,uniform_random,4,1,1 22 24 27 29 42,,0,0,0.0,0.0,94.04358054376829,58.333333333333336,542070c9fa4d6ce064d8314f0ab4df7baf5b552ac5dca8d3123bff1459ad9d3a,observed,observed_history_forward_replay
1,2026-06-06,uniform_random,4,2,5 30 31 34 41 45,,1,0,0.0,0.0,99.68911714103669,63.33333333333333,2d56156dc3b6d711f554409e43af4becf978e4d5ad0789d884e22643f8993a42,observed,observed_history_forward_replay
1,2026-06-06,uniform_random,4,3,2 12 15 23 25 42,,1,0,0.0,0.0,87.64110853537409,53.333333333333336,ab6bd760859ced872243301863c48d326874bd8d8ddec6c3943b3236736944ec,observed,observed_history_forward_replay
1,2026-06-06,uniform_random,4,4,3 4 28 35 39 45,,0,0,0.0,0.0,98.3889778255804,53.333333333333336,8f49a2688aa89b166bcb179cf7a89d9e3273effdad6f375f7a19c5ca755e8b3e,observed,observed_history_forward_replay
1,2026-06-06,uniform_random,4,5,6 17 25 29 32 39,,1,0,0.0,0.0,98.54457936669493,65.0,930b3b04c3d485e9be044c22e20a8831a5665de35569d27eb4b1ce6476e9dc5b,observed,observed_history_forward_replay
1,2026-06-06,uniform_random,4,6,15 17 18 29 37 40,,0,0,0.0,0.0,99.08083229056741,51.66666666666667,9901db6774f31933325aca43add8d33f498ca42177d94d970882ebcfed2da880,observed,observed_history_forward_replay
1,2026-06-06,uniform_random,4,7,1 7 13 15 23 28,,1,0,0.0,0.0,21.792589452240986,56.666666666666664,9cf56f481cd064b7ddaf3766e76c0151bce177da242bb13a27882ef12422998e,observed,observed_history_forward_replay
1,2026-06-06,uniform_random,4,8,6 13 16 18 20 35,,1,0,0.0,0.0,89.57641824582909,41.66666666666667,3e45636799a231b2bcc76d6dd1fa837c96ec304c249e1daac9ac0b6bdd18c85f,observed,observed_history_forward_replay
1,2026-06-06,uniform_random,4,9,2 3 14 20 34 40,,2,0,0.0,0.0,94.79857588352971,48.333333333333336,192155c75a86e9dea0f64d4503a327e5c3ca7fab3ce933564728a744f95cdc97,observed,observed_history_forward_replay
1,2026-06-06,uniform_random,4,10,6 19 33 35 37 45,,0,0,0.0,0.0,99.78996285936323,46.666666666666664,004b533c0980053deadae8ca0246c57a896b5873b3269302d5db7eae9fc1fbe0,observed,observed_history_forward_replay
